
428,99988
428,98663
428,99997
428,99994
428,99988
428,99985
428,99997
428,99478
428,99994
428,99994
428,99997
428,9996
429,00024
428,98688
429,00006
428,99966
429,00024
429,0002
428,9999
428,9943
428,99255
428,9926
428,99005
428,99008
428,98746
428,99002
428,98932
428,98917
428,99063
428,99063
428,98718
428,99048
428,99048
428,99048
428,98895
428,98895
428,99033
428,99033
428,99048
428,99042
428,9903
428,98907
428,98697
428,9908
428,9909
428,9898
428,98978
428,98972
428,99023
428,98987
429,00006
428,99908
428,9986
428,9986
429,00046
429,00052
429,0004
429,0004
428,99988
429,00037
429,00037
428,99213
429,00006
429,0001
428,99963
429,00006
429,00024
429,00027
428,99915
428,99857
428,99857
428,99857
428,99863
428,99042
428,99847
428,99844
428,99844
428,99844
428,99844
428,99026
428,9872
428,98712
428,98715
428,98682
428,98373
428,98666
428,98666
428,98666
428,98666
428,98666
428,98343
428,98758
428,98758
428,98755
428,98752
428,98743
428,9833
428,98724
428,98746
428,98746
428,98746
428,98746
428,9843
428,98734
428,98752
428,98743
428,98697
428,98697
428,9872
428,9874
428,99515
428,9952
428,9952
428,99094
428,99097
428,98883
428,99088
428,99115
428,99078
428,99078
428,99078
428,9881
428,9908
428,99045
428,99112
428,99112
428,99088
428,98813
428,99084
428,99115
428,99115
428,99115
428,9909
428,9882
428,99088
428,99124
428,99118
428,99118
428,991
428,9916
428,99133
428,99167
428,98508
428,98508
428,98322
428,98508
428,98508
428,98508
428,98508
428,98505
428,983
428,98508
428,98502
428,98505
428,98508
428,98508
428,9828
428,98502
428,9846
428,9851
428,98505
428,98508
428,9837
428,98502
428,98502
428,98502
428,98505
428,985
428,9829
428,98502
428,98953
428,9889
428,9895
428,98947
428,98944
428,98944
428,98944
428,98874
428,9894
428,98813
428,98938
428,9894
428,9894
428,98877
428,9894
428,98877
428,98938
428,98917
428,989
428,98883
428,98926
428,98904
428,98932
428,98923
428,98886
428,9884
428,98892
428,98892
428,98892
428,99243
428,9923
428,9923
428,98782
428,98795
428,98328
428,98795
428,98798
428,98798
428,98798
428,98798
428,98404
428,9878
428,98782
428,98788
428,98785
428,9878
428,98398
428,98788
428,98782
428,98785
428,98788
428,98788
428,98322
428,98776
428,9877
428,9877
428,98764
428,98764
428,983
428,9876
428,98602
428,98596
428,986
428,986
428,98593
428,98584
428,98584
428,98584
428,9859
428,98593
428,98593
428,98593
428,98593
428,98584
428,9859
428,98593
428,9859
428,98587
428,98587
428,98584
